-4.724627485819210548e-01 -2.636863112573364809e+00 9.235594517390062208e-01 1.545160518187693732e+00 -3.004554675589771850e+00 -2.498576717087227728e+00 2.320978228182798198e+00 1.007899102209206532e+00 2.263723206277062694e+00 5.433114245601684544e-01
7.468143047984696636e-01 -2.624124412463809453e+00 -2.961434673941431672e+00 -2.628920898028982212e+00 3.051718754997727601e+00 -1.019927631119124101e+00 7.470095458976984126e-01 -2.672477080181597131e+00 2.575080581519884504e+00 -6.156208529356721471e-02
-1.595856230154909960e+00 2.340347072351997681e+00 2.772622023890272125e+00 2.219509341526369361e+00 1.779272802995403246e+00 6.861290315749153379e-01 -2.542348597836273427e+00 -2.192085332100417894e+00 1.868302647954823037e+00 -1.661729948697658443e+00
-2.599580845291254327e+00 2.848134549215587619e+00 -3.222242563959327732e-01 2.238270880634656734e+00 2.534127862329475178e+00 -2.232856778020440469e+00 -4.767035671926116436e-01 -2.206358211593140162e+00 4.623084805408930187e-01 2.642465266134455426e+00
-2.359863952699584377e+00 2.061811242794876264e+00 2.893524077473366596e+00 1.460979956122481660e+00 -1.148752294875343694e+00 6.629705394244713723e-01 1.724692117849546236e+00 -9.249975705062030151e-01 1.144924398653297537e+00 2.446906866601006314e+00
1.981614081145416151e+00 2.793758438572963243e+00 1.722171336347180670e+00 2.535604638857164694e+00 8.652028473993818025e-01 3.075441670915851411e+00 6.907705916183251027e-01 6.833356160279864255e-01 -2.609634573827571025e+00 -2.421802635603426790e+00
-3.108348086939990651e+00 -8.432800501778308089e-01 -1.731818224925243399e+00 1.083710630952201548e+00 8.869442660345461249e-01 -6.497339099707204468e-01 -9.940246535041152853e-02 -1.568615190878198673e+00 1.060624300862599512e+00 3.169920218835367010e-01
1.505823743041034390e+00 -2.768726858192111173e+00 -2.413942782885172278e-01 2.632662711917448384e+00 2.589736109036484102e+00 -2.786862309613733490e+00 -3.050544212812229095e+00 -1.964939721369257652e+00 5.168715981075520105e-01 1.532077181644043051e+00
-1.371634517289990196e+00 1.838315866899941753e+00 5.699313817355990963e-01 1.200845008695970328e+00 1.445785298928059959e+00 2.540727668566802322e+00 -7.007314662339774181e-01 -1.307983904718707180e+00 8.717316003092907550e-01 -1.065876349634312881e+00
-1.911815243839206868e+00 3.111604692692124807e+00 2.932029581102382210e-01 3.035638643815987692e-01 -2.498610003016665360e+00 1.031123631117376149e+00 -9.387225951267152979e-01 -6.729404927557158800e-01 4.815523121604159407e-01 2.338885430825627942e+00
